"species_id";"species"
"1743228";"Catapodium pauciflorum (Merino) Brullo, Giusso, Miniss. & Spamp."
"1744677";"Centaurea bofilliana Sennen ex Devesa & E.López"
"1502432";"Centaurea borjae Valdés Berm. & Rivas Goday"
"1502458";"Centaurea carratracensis Lange"
"1744681";"Centaurea corcubionensis M.Laínz"
"1744033";"Centaurea cordubensis Font Quer"
"1502533";"Centaurea emigrantis Bubani"
"1502543";"Centaurea filiformis Viv."
"1744055";"Centaurea francoi Figueiredo & Gideon F.Sm."
"1502557";"Centaurea gadorensis Blanca"
"1390979";"Centaurea glaberrima Tausch"
"1398200";"Centaurea glastifolia L."
"1502578";"Centaurea granatensis Boiss. ex DC."
"1389425";"Centaurea jaennensis Degen & Debeaux"
"1502662";"Centaurea kunkelii N.Garcia"
"1502669";"Centaurea lagascana Graells"
"1502681";"Centaurea leucophaea Jord."
"1502682";"Centaurea limbata Hoffmanns. & Link"
"1362215";"Centaurea lusitanica Boiss. & Reut."
"1502707";"Centaurea mariana Nyman"
"1502750";"Centaurea occasus Fern.Casas"
"1357441";"Centaurea pallescens Delile"
"1399531";"Centaurea parlatoris Heldr."
"1357443";"Centaurea parviflora Desf."
"1502775";"Centaurea paui Loscos ex Willk."
"1502797";"Centaurea podospermifolia Loscos & J.Pardo"
"1502800";"Centaurea polymorpha Lag."
"1357446";"Centaurea pomeliana Batt."
"1502831";"Centaurea pulvinata (Blanca) Blanca"
"1502862";"Centaurea saxicola Lag."
"1744035";"Centaurea susannae Invernón & Devesa"
"1502923";"Centaurea toletana Boiss. & Reut."
"1502939";"Centaurea ultreiae Silva Pando"
"1743164";"Centaurea valesiaca (DC.) Jord."
"1502948";"Centaurea varnensis Velen."
"1744698";"Centaurea × maritima Dufour"
"1391054";"Centaurium favargeri Zeltner"
"1502989";"Centipeda cunninghamii (DC.) A.Braun & Asch."
"1739038";"Centromadia pungens Greene"
"1743646";"Cerastium elongatum Pursh"
"1441066";"Cerastium gracile Dufour"
"1721513";"Cerastium holosteoides Fr."
"1492461";"Cerastium supramontanum Arrigoni"
"1359759";"Ceratocapnos heterocarpa Durieu"
"1359859";"Chaenorhinum grandiflorum (Coss.) Willk."
"1646041";"Chaenorhinum macropodum (Boiss. & Reut.) Lange"
"1362968";"Chaenorhinum raveyi (Boiss.) Pau"
"1646043";"Chaenorhinum robustum Loscos"
"1646045";"Chaenorhinum rupestre (Guss.) Speta"
"1646050";"Chaenorhinum tenellum (Cav.) Lange"
"1356510";"Chenopodium suecicum Murr"
"1744658";"Cirsium gaditanum Talavera & Valdés"
"1504027";"Cirsium rosulatum Talavera & Valdés"
"1504116";"Cirsium welwitschii Coss."
"1741954";"Cirsium × alpestre Nägeli"
"1741956";"Cirsium × erucagineum (Lam.) DC."
"1741957";"Cirsium × hybridum W.D.J.Koch ex DC."
"1495419";"Cistus × obtusifolius Sweet"
"1495430";"Cistus × stenophyllus Link"
"1559193";"Clinopodium graveolens (M.Bieb.) Kuntze"
"1744063";"Colchicum actupii Fridl."
"1389508";"Colchicum nanum K.Perss."
"1743138";"Colutea brevialata Lange"
"1389080";"Conopodium arvense (Coss.) Calest."
"1360675";"Conopodium marianum Lange"
"1457213";"Conopodium thalictrifolium (Boiss.) Calest."
"1743936";"Convolvulus fernandesii P.Silva & Teles"
"1357979";"Convolvulus humilis Jacq."
"1743071";"Coreopsis basalis (Otto & A.Dietr.) S.F.Blake"
"1389057";"Cota segetalis (Ten.) Holub"
"1666930";"Cotoneaster apiculatus Rehder & E.H.Wilson"
"1743319";"Cotoneaster majoricensis L.Sáez & Rosselló"
"1739270";"Cotoneaster tomentosus (Aiton) Lindl."
"1360291";"Crataegus granatensis Boiss."
"1399553";"Crepis alpina L."
"1505488";"Crepis granatensis (Willk.) Blanca & Cueto"
"1505544";"Crepis oporinoides Boiss. ex Froel."
"1357543";"Crepis pusilla (Sommier) Merxm."
"1743328";"Crepis triasii (Cambess.) Nyman"
"1743927";"Crocus clusii J.Gay"
"1390629";"Crocus salzmannii J.Gay"
"1360382";"Crucianella patula L."
"1744216";"Cuscuta nivea M.A.García"
"1358012";"Cuscuta triumvirati Lange"
"1361222";"Cutandia memphitica (Spreng.) Benth."
"1743306";"Cymbalaria fragilis (J.J.Rodr.) A.Chev."
"1391503";"Cyperus congestus Vahl"
"1442193";"Cyperus croceus Vahl"
"1399580";"Cyperus glaber L."
"1722418";"Cyperus mundii (Nees) Kunth"
"1442235";"Cyperus retrorsus Chapm."
"1391513";"Cyperus schweinitzii Torr."
"1391514";"Cyperus serotinus Rottb."
"1359180";"Cytisus malacitanus Boiss."
"1744191";"Dactylorhiza cantabrica H.A.Pedersen"
"1743355";"Dactylorhiza gervasiana (Tod.) H.Baumann & Künkele"
"1617109";"Dactylorhiza × aschersoniana (Hausskn.) Borsos & Soó"
"1617142";"Dactylorhiza × grandis (Druce) P.F.Hunt"
"1617143";"Dactylorhiza × guillaumeae C.Bernard"
"1617162";"Dactylorhiza × kerneriorum (Soó) Soó"
"1738603";"Dactylorhiza × mixta (Asch. & Graebn.) B.Bock"
"1617185";"Dactylorhiza × ruppertii (M.Schulze) Borsos & Soó"
"1391644";"Damasonium bourgaei Coss."
"1693472";"Daphne rodriguezii Texidor"
"1649664";"Dasypyrum villosum (L.) Borbás"
"1356150";"Datura metel L."
"1360681";"Daucus durieua Lange"
"1744001";"Daucus minusculus Pau ex Font Quer"
"1457311";"Daucus montanus Humb. & Bonpl. ex Schult."
"1360690";"Daucus setifolius Desf."
"1360171";"Delphinium mauritanicum Coss."
"1649741";"Deschampsia setacea (Huds.) Hack."
"1492519";"Dianthus algetanus Graells ex F.N.Williams"
"1492564";"Dianthus charidemi Pau"
"1492664";"Dianthus langeanus Willk."
"1492693";"Dianthus multiceps Costa ex Willk."
"1492736";"Dianthus saetabensis Rouy"
"1492738";"Dianthus sardous Bacch., Brullo, Casti & Giusso"
"1492778";"Dianthus toletanus Boiss. & Reut."
"1492789";"Dianthus vigoi M.Laínz"
"1492739";"Dianthus × saxatilis F.W.Schmidt"
"1646085";"Digitalis mariana Boiss."
"1389986";"Dioscorea chouardii Gaussen"
"1480138";"Diplotaxis ilorcitana (Sennen) C.Aedo Pérez, Mart.-Laborde & J.F.Mu"
"1358255";"Diplotaxis siifolia Kunze"
"1491329";"Dipsacus comosus Hoffmanns. & Link"
"1391764";"Draba aspera Bertol."
"1391767";"Draba fladnizensis Wulfen"
"1358263";"Draba lutescens Coss."
"1741834";"Draba majuscula Rouy & Foucaud"
"1667408";"Drymocallis corsica (Soleir. ex Lehm.) Kurtto"
"1739057";"Dryopteris pseudodisjuncta (Tavel ex Fraser-Jenk.) Fraser-Jenk."
"1739061";"Dryopteris × complexa Fraser-Jenk."
"1739064";"Dryopteris × uliginosa (A.Braun ex Döll) Kuntze ex Druce"
"1388790";"Dysphania anthelmintica (L.) Mosyakin & Clemants"
"1744496";"Echinospartum barnadesii (Graells) Rothm."
"1477928";"Echium albicans Lag. & Rodr."
"1442818";"Echium lusitanicum L."
"1743436";"Echium montenielluense Delage"
"1477941";"Echium salmanticum Lag."
"1537649";"Elatine hungarica Moesz"
"1391841";"Elatine hydropiper L."
"1363273";"Eleocharis caduca (Delile) Schult."
"1363274";"Eleocharis geniculata (L.) Roem. & Schult."
"1533223";"Eleocharis mamillata (H.Lindb.) H.Lindb."
"1650228";"Elymus athericus (Link) Kerguélen"
"1743367";"Elymus nodosus (Steven ex Griseb.) Melderis"
"1424927";"Elymus panormitanus (Parl.) Tzvelev"
"1609716";"Epilobium komarovianum H.Lév."
"1621527";"Epipactis × pupplingensis K.P.Bell"
"1621534";"Epipactis × schmalhausenii K.Richt."
"1739040";"Equisetum × dycei C.N.Page"
"1363560";"Eragrostis atrovirens (Desf.) Trin. ex Steud."
"1723185";"Eragrostis bahiensis Schult."
"1397763";"Eragrostis curtipedicellata Buckley"
"1363562";"Eragrostis papposa (Roem. & Schult.) Steud."
"1392006";"Eragrostis parviflora (R.Br.) Trin."
"1397779";"Eragrostis planiculmis Nees"
"1650706";"Eragrostis trichodes (Nutt.) Alph.Wood"
"1422925";"Eragrostis virescens J.Presl"
"1507261";"Erigeron major (Boiss.) Vierh."
"1739032";"Erigeron muralis Lapeyr."
"1727503";"Erigeron primulifolius (Lam.) Greuter"
"1737428";"Eriophorum gracile W.D.J.Koch"
"1550140";"Erodium aguilellae López Udias, Fabregat & G.Mateo"
"1550152";"Erodium carvifolium Boiss. & Reut."
"1550156";"Erodium celtibericum Pau"
"1744004";"Erodium maculatum Salzm. ex C.Presl"
"1356001";"Erodium neuradifolium Delile ex Godr."
"1419104";"Erodium rupestre (Cav.) Guitt."
"1550197";"Erodium sanguis-christi Sennen"
"1550198";"Erodium saxatile Pau"
"1358271";"Eruca pinnatifida (Desf.) Pomel"
"1360712";"Eryngium corniculatum Lam."
"1398764";"Eryngium galioides Lam."
"1480601";"Erysimum baeticum (Heywood) Polatschek"
"1358291";"Erysimum crepidifolium Rchb."
"1358293";"Erysimum incanum Kunze"
"1744497";"Erysimum lagascae Rivas Goday & Bellot"
"1480731";"Erysimum myriophyllum Lange"
"1361807";"Eucalyptus rudis Endl."
"1358523";"Euphorbia akenocarpa Guss."
"1743911";"Euphorbia boetica Boiss."
"1358538";"Euphorbia bupleuroides Desf."
"1361803";"Euphorbia humifusa Willd."
"1545372";"Euphorbia humistrata Engelm. ex A.Gray"
"1545580";"Euphorbia maresii Knoche"
"1358568";"Euphorbia medicaginea Boiss."
"1545700";"Euphorbia nurae P.Fraga & Rosselló"
"1546033";"Euphorbia semiperfoliata Viv."
"1358596";"Euphorbia transtagana Boiss."
"1546217";"Euphorbia uliginosa Welw. ex Boiss."
"1359697";"Euphrasia willkommii Freyn"
"1739203";"Euphrasia × vernalis List"
"1744625";"Facchinia valentina (Pau) Dillenb. & Kadereit"
"1360736";"Ferulago lutea (Poir.) Grande"
"1392258";"Festuca airoides Lam."
"1651061";"Festuca clementei Boiss."
"1392298";"Festuca gamisansii Kerguélen"
"1722445";"Festuca geniculata (L.) Lag. & Rodr."
"1361273";"Festuca hystrix Boiss."
"1651240";"Festuca longiauriculata Fuente, Ortúñez & Ferrero Lom."
"1651267";"Festuca michaelis Cebolla & Rivas Ponce"
"1722438";"Festuca muralis Kunth"
"1744198";"Festuca pseudeskia Boiss."
"1651357";"Festuca puccinellii Parl."
"1651358";"Festuca pulchella Schrad."
"1392330";"Festuca pyrenaica Reut."
"1651427";"Festuca summilusitana Franco & Rocha Afonso"
"1392338";"Festuca trichophylla (Ducros ex Gaudin) K.Richt."
"1744844";"Filago castroviejoi Andrés-Sánchez, D.Gutt.Larr., E.Rico & M.M.Mart.Or"
"1392346";"Filago eriocephala Guss."
"1357581";"Filago fuscescens Pomel"
"1357584";"Filago hispanica (Degen & Hervier) Chrtek & Holub"
"1357589";"Filago mareotica Delile"
"1357590";"Filago micropodioides Lange"
"1357595";"Filago ramosissima Lange"
"1363307";"Fimbristylis bisumbellata (Forssk.) Bubani"
"1363309";"Fimbristylis ferruginea (L.) Vahl"
"1548583";"Frankenia boissieri Reut. ex Boiss."
"1588647";"Fritillaria legionensis Llamas & J.Andrés"
"1495441";"Fumana lacidulemiensis Güemes"
"1359770";"Fumaria bracteosa Pomel"
"1359786";"Fumaria melillaica Pugsley"
"1359796";"Fumaria pugsleyana (Pugsley) Lidén"
"1359800";"Fumaria sepium Boiss. & Reut."
"1744640";"Gadoria falukei Güemes & Mota"
"1744185";"Gagea algeriensis (Chabert) Chabert ex Batt."
"1744067";"Gagea apulica Peruzzi & J.-M.Tison"
"1392394";"Gagea dubia A.Terracc."
"1588802";"Gagea lusitanica A.Terracc."
"1361618";"Gagea mauritanica Durieu"
"1588800";"Gagea × luberonensis J.-M.Tison"
"1744047";"Galatella aragonensis Nees"
"1738582";"Galium anglicum Huds."
"1672967";"Galium broterianum Boiss. & Reut."
"1389744";"Galium caprarium Natali"
"1360396";"Galium ephedroides Willk."
"1673056";"Galium erythrorrhizon Boiss. & Reut."
"1673119";"Galium idubedae (Pau & Debeaux) Pau ex Ehrend."
"1673127";"Galium intermedium Schult."
"1744297";"Galium pierredmondii Blanca, Cueto, J.Fuentes & Ortega Oliv."
"1673309";"Galium rosellum (Boiss.) Boiss. & Reut."
"1392492";"Galium tendae Rchb.f."
"1360418";"Galium tunetanum Lam."
"1673405";"Galium valentinum Lange"
"1743443";"Galium × neglectum Le Gall ex Gren."
"1355926";"Gamochaeta calviceps (Fernald) Cabrera"
"1392500";"Gastridium phleoides (Nees & Meyen) C.E.Hubb."
"1744936";"Gelasia albicans (Coss.) Zaika, Sukhor. & N.Kilian"
"1359199";"Genista ancistrocarpa Spach"
"1578111";"Genista berberidea Lange"
"1578113";"Genista cadasonensis Vals."
"1744504";"Genista legionensis (Pau) Laínz"
"1744505";"Genista longipes Rouy"
"1743308";"Genista majorica Cantó & M.J.Sánchez"
"1744006";"Genista polyanthos R.Roem. ex Willk."
"1359215";"Genista ramosissima (Desf.) Poir."
"1744509";"Genista sanabrensis Valdés Berm., Castrov. & Casaseca"
"1578167";"Genista teretifolia Willk."
"1359221";"Genista tournefortii Spach"
"1359225";"Genista tridens (Cav.) DC."
"1743398";"Genista tyrrhena Vals."
"1550214";"Geranium aequale (Bab.) Aedo"
"1392580";"Geranium bohemicum L."
"1358670";"Geranium cataractarum Coss."
"1550263";"Geranium cazorlense Heywood"
"1743309";"Globularia majoricensis Gand."
"1646126";"Globularia × montiberica G.López"
"1744054";"Glossopappus macrotus (Walp.) Briq. & Cavill."
"1359228";"Glycyrrhiza foetida Desf."
"1480901";"Guiraoa arvensis Coss."
"1622900";"Gymnadenia × chanousiana G.Foelsche & W.Foelsche"
"1741554";"Gymnadenia × intermedia Peterm."
"1451490";"Haloxylon tamariscifolium (L.) Pau"
"1392686";"Haplophyllum buxbaumii (Poir.) G.Don"
"1722659";"Hedypnois arenaria DC."
"1509263";"Helenium mexicanum Kunth"
"1744626";"Helianthemum abelardoi Alcaraz"
"1357125";"Helianthemum angustatum Pomel"
"1744551";"Helianthemum dianicum Pérez Dacosta, M.B.Crespo & Mateo"
"1744545";"Helianthemum motae Sánchez-Gómez, J.F.Jiménez & J.B.Vera"
"1495474";"Helianthemum pannosum Boiss."
"1357151";"Helianthemum papillare Boiss."
"1744521";"Helianthemum polygonoides Peinado, Mart.Parras, Alcaraz & Espuelas"
"1357159";"Helianthemum sanguineum (Lag.) Dunal"
"1357172";"Helianthemum viscarium Boiss. & Reut."
"1495485";"Helianthemum viscidulum Boiss."
"1363052";"Helictochloa gervaisii (Holub) Romero Zarco"
"1744207";"Helictochloa levis (Hack.) Romero Zarco"
"1357634";"Helminthotheca comosa (Boiss.) Holub"
"1743315";"Helosciadium bermejoi (L.Llorens) Popper & M.F.Watson"
"1493082";"Herniaria boissieri J.Gay"
"1392764";"Herniaria litardierei (Gamisans) Greuter & Burdet"
"1493092";"Herniaria lusitanica Chaudhri"
"1397400";"Herniaria scabrida Boiss."
"1432876";"Heteranthera rotundifolia (Kunth) Griseb."
"1510061";"Hieracium australe Fr."
"1392826";"Hieracium bourgaei Boiss."
"1392832";"Hieracium bupleuroides C.C.Gmel."
"1510341";"Hieracium cydoniifolium Vill."
"1392892";"Hieracium dentatum Hoppe"
"1392928";"Hieracium glabratum Hoppe ex Willd."
"1392933";"Hieracium glaucum All."
"1510670";"Hieracium hirsutum Tausch"
"1390534";"Hieracium juranum Rapin"
"1390244";"Hieracium levicaule Jord."
"1743781";"Hieracium plantagineum Arv.-Touv."
"1393174";"Hieracium valdepilosum Vill."
"1511873";"Hieracium vasconicum Jord. ex Martrin-Donos"
"1743786";"Hieracium vestitum Gren. & Godr."
"1744525";"Hippocrepis castroviejoi Talavera & E.Domínguez"
"1389646";"Hippocrepis conradiae Gamisans & Hugot"
"1578588";"Hippocrepis glauca Ten."
"1743311";"Hippocrepis grosii (Pau) Boira, Gil & L.Llorens"
"1744526";"Hippocrepis nevadensis (Hrabětová) Talavera & E.Domínguez"
"1743663";"Hippocrepis scorpioides Req. ex Benth."
"1360746";"Hohenackeria polyodon Coss. & Durieu"
"1425097";"Holcus annuus Salzm. ex C.A.Mey."
"1651903";"Hordeum distichon L."
"1744530";"Hormathophylla cadevalliana (Pau) T.R.Dudley"
"1744531";"Hormathophylla longicaulis (Boiss.) Cullen & T.R.Dudley"
"1398768";"Hormathophylla purpurea (Lag. & Rodr.) P.Küpfer"
"1472366";"Hyacinthoides paivae S.Ortiz & Rodr.Oubiña"
"1357651";"Hymenostemma pseudanthemis (Kunze) Willk."
"1359811";"Hypecoum littorale Wulfen"
"1639681";"Hypecoum torulosum Å.E.Dahl"
"1362458";"Hypericum caprifolium Boiss."
"1744234";"Hypericum hispanicum (Pau) M.A.Alonso, Agulló, J.L.Villar, Juan & M.B.Crespo"
"1357662";"Hypochaeris salzmanniana DC."
"1744642";"Iberodes commutata (G.López) M.Serrano, R.Carbajal & S.Ortiz"
"1744023";"Iberodes kuzinskyana (Willk.) M.Serrano, R.Carbajal & S.Ortiz"
"1744008";"Ionopsidium abulense (Pau) Rothm."
"1418076";"Ionopsidium acaule (Desf.) DC. ex Rchb."
"1738795";"Ionopsidium megalospermum (Maire) M.Koch"
"1556685";"Iris boissieri Henriq."
"1361539";"Iris filifolia Boiss."
"1743819";"Isoetes delilei (Bory) Rothm."
"1744868";"Isoetes fluitans M.I.Romero"
"1393318";"Isolepis prolifera (Rottb.) R.Br."
"1744200";"Jarava plumosa (Spreng.) S.W.L.Jacobs & J.Everett"
"1489803";"Jasione cavanillesii C.Vicioso"
"1743929";"Jasione corymbosa Poir. ex Schult."
"1356765";"Jasione foliosa Cav."
"1489808";"Jasione penicillata Boiss."
"1558009";"Juncus capillaceus Lam."
"1393339";"Juncus imbricatus Laharpe"
"1558119";"Juncus minutulus (Albert & Jahand.) Prain"
"1558164";"Juncus ranarius Songeon & E.P.Perrier"
"1393356";"Juncus striatus Schousb. ex E.Mey."
"1361591";"Juncus valvatus Link"
"1701520";"Juniperus × herragudensis J.M.Aparicio & Uribe-Ech."
"1512782";"Jurinea pinnata (Pers.) DC."
"1451554";"Kalidium foliatum (Pall.) Moq."
"1738939";"Karpatiosorbus hybrida (Borkh.) Sennikov & Kurtto"
"1512909";"Klasea integrifolia (Vahl) Greuter"
"1743523";"Knautia legionensis (Lag.) DC."
"1491368";"Knautia mollis Jord."
"1491369";"Knautia nevadensis (M.Winkl. ex Szabó) Szabó"
"1560388";"Lamium coutinhoi J.G.García"
"1560392";"Lamium × holsaticum Prahl"
"1399643";"Lamyropsis microcephala (Moris) Dittrich & Greuter"
"1696454";"Lantana × strigocamara R.W.Sanders"
"1393435";"Lappula heteracantha (Ledeb.) Gürke"
"1742235";"Lappula patula (Lehm.) Menyh."
"1359265";"Lathyrus amphicarpos L."
"1743248";"Lathyrus articulatus L."
"1579800";"Lathyrus gorgoni Parl."
"1359273";"Lathyrus inconspicuus L."
"1399944";"Lathyrus incurvus (Roth) Willd."
"1357690";"Launaea pumila (Cav.) Kuntze"
"1393474";"Lemna perpusilla Torr."
"1361840";"Leobordea lupinifolia Boiss."
"1513485";"Leontodon boryi Boiss. ex DC."
"1513508";"Leontodon hyoseroides Welw. ex Rchb."
"1398117";"Leontodon tenuiflorus (Gaudin) Rchb."
"1393486";"Lepidium africanum (Burm.f.) DC."
"1423377";"Lepidium auriculatum Regel & Körn."
"1744305";"Lepidium cardamine L."
"1425193";"Lepidium spinosum Ard."
"1744050";"Lepidophorum repandum DC."
"1513952";"Leucanthemopsis flaveola (Hoffmanns. & Link) Heywood"
"1513956";"Leucanthemum aligulatum Vogt"
"1743427";"Leucanthemum corsicum (Sieber ex Less.) DC."
"1744864";"Leucanthemum gallaecicum Rodr.Oubiña & S.Ortiz"
"1393503";"Leucanthemum gaudinii Dalla Torre"
"1513980";"Leucanthemum sylvaticum (Brot.) Nyman"
"1744028";"Leuzea exaltata Cutanda ex Willk."
"1744029";"Leuzea longifolia Hoffmanns. & Link"
"1355894";"Leysera leyseroides (Desf.) Maire"
"1393544";"Limonium acutifolium (Rchb.) C.E.Salmon"
"1647236";"Limonium album (Coincy) Sennen"
"1360009";"Limonium algarvense Erben"
"1744392";"Limonium alicunense Gómiz"
"1743977";"Limonium auriculifolium (Vahl) Druce"
"1647248";"Limonium biflorum (Pignatti) Pignatti"
"1744389";"Limonium carthaginense (Rouy) C.E.Hubb. & Sandwith"
"1393553";"Limonium corsicum Erben"
"1647281";"Limonium dufourii (Girard) Kuntze"
"1743275";"Limonium ebusitanum (Font Quer) Font Quer"
"1744405";"Limonium estevei Fern.Casas"
"1647291";"Limonium furfuraceum (Lag.) Kuntze"
"1393563";"Limonium glomeratum (Tausch) Erben"
"1360039";"Limonium gougetianum (Girard) Kuntze"
"1743294";"Limonium gymnesicum Erben"
"1744019";"Limonium maritimum Caperta, Cortinhas, A.P.Paes, Guara, Esp.Santo & Erben"
"1744396";"Limonium minus (Boiss.) Erben"
"1743979";"Limonium multiflorum Erben"
"1393569";"Limonium patrimoniense Arrigoni & Diana"
"1743980";"Limonium plurisquamatum Erben"
"1744384";"Limonium rigualii M.B.Crespo & Erben"
"1744383";"Limonium ruizii (Font Quer) Fern.Casas"
"1744379";"Limonium silvestrei Aparicio"
"1744380";"Limonium subglabrum Erben"
"1744377";"Limonium tabernense Erben"
"1393574";"Limonium tarcoense Arrigoni & Diana"
"1744373";"Limonium thiniense Erben"
"1744375";"Limonium toletanum Erben"
"1647350";"Limonium tremolsii (Rouy) Erben"
"1744374";"Limonium ugijarense Erben"
"1390541";"Linaria amoi Campo ex Amo"
"1744410";"Linaria badalii Willk."
"1744643";"Linaria becerrae Blanca, Cueto & J.Fuentes"
"1646226";"Linaria bubanii Font Quer"
"1646232";"Linaria clementei Haens. ex Boiss."
"1646237";"Linaria diffusa Hoffmanns. & Link"
"1646244";"Linaria huteri Lange"
"1359914";"Linaria munbyana Boiss. & Reut."
"1646256";"Linaria oligantha Lange"
"1744413";"Linaria orbensis Carretero & Boira"
"1359921";"Linaria platycalyx Boiss."
"1646264";"Linaria salzmannii Boiss."
"1743983";"Linaria saturejoides Boiss."
"1744937";"Linaria semialata D.López, Sánchez-Gómez, J.F.Jiménez, J.B.Vera & Güemes"
"1744412";"Linaria tursica Valdés & Cabezudo"
"1744307";"Linum appressum Caball."
"1744306";"Linum jimenezii Pau"
"1743525";"Linum salsoloides Lam."
"1359600";"Linum setaceum Brot."
"1493109";"Loeflingia baetica Lag."
"1722670";"Logfia clementei (Willk.) Holub"
"1737439";"Lolium × boucheanum Kunth"
"1737450";"Lolium × elongatum (Ehrh.) Banfi, Galasso, Foggi, Kopecký & Ardenghi"
"1738632";"Lolium × subnutans (Holmb.) Banfi, Galasso, Foggi, Kopecký & Ardenghi"
"1389291";"Lomelosia pulsatilloides (Boiss.) Greuter & Burdet"
"1743951";"Lotus carpetanus Lacaita"
"1580587";"Lotus glacialis (Boiss.) Pau"
"1580588";"Lotus glareosus Boiss. & Reut."
"1743243";"Lotus requienii Mauri ex Sanguin."
"1580630";"Lotus tetraphyllus L."
"1742115";"Ludwigia hexapetala (Hook. & Arn.) Zardini, H.Y.Gu & P.H.Raven"
"1743247";"Lupinus gussoneanus J.Agardh"
"1744309";"Lupinus mariae-josephae H.Pascual"
"1393659";"Luzula alpina Hoppe"
"1558251";"Luzula elegans Lowe"
"1743324";"Lysimachia talaverae L.Sáez & Aymerich"
"1590996";"Lythrum baeticum Gonz.Albo"
"1591002";"Lythrum flexuosum Lag."
"1744125";"Malva stenopetala (Coss. & Durieu ex Batt.) Soldano, Banfi & Galasso"
"1744672";"Mantisalca cabezudoi E.Ruíz & Devesa"
"1744673";"Mantisalca spinulosa (Rouy) E.Ruíz & Devesa"
"1358375";"Maresia nana (DC.) Batt."
"1560618";"Marrubium × bastetanum Coincy"
"1398699";"Marsilea batardae Launert"
"1389329";"Marsilea drummondii A.Braun"
"1362333";"Matthiola perennis Conti"
"1393766";"Medicago ciliaris (L.) All."
"1359337";"Medicago doliata Carmign."
"1393772";"Medicago muricoleptis Tineo"
"1741711";"Melampyrum velebiticum Borbás"
"1652525";"Melica transsilvanica Schur"
"1359358";"Melilotus infestus Guss."
"1359361";"Melilotus segetalis (Brot.) Ser."
"1393797";"Melilotus wolgicus Poir."
"1560676";"Mentha × dalmatica Tausch"
"1560679";"Mentha × dumetorum Schult."
"1738585";"Mentha × wirtgeniana F.W.Schultz"
"1547096";"Mercurialis corsica Coss. & Kralik"
"1547097";"Mercurialis elliptica Lam."
"1393824";"Micranthes hieraciifolia (Waldst. & Kit. ex Willd.) Haw."
"1358811";"Micromeria microphylla (d'Urv.) Benth."
"1356885";"Minuartia campestris L."
"1493163";"Minuartia hamata (Hausskn.) Mattf."
"1356891";"Minuartia montana L."
"1646311";"Misopates calycinum (Lange) Rothm."
"1744417";"Misopates microcarpum (Pomel) D.A.Sutton"
"1393849";"Moehringia lebrunii Merxm."
"1358392";"Murbeckiella boryi (Boiss.) Rothm."
"1481527";"Murbeckiella sousae Rothm."
"1744169";"Muscari cazorlanum C.Soriano, Rivas Ponce, R.Lozano & Ruíz Rejón"
"1389338";"Myosotis refracta Boiss."
"1478563";"Myosotis secunda Al.Murray"
"1744310";"Myosotis tuxeniana (O.Bolòs & Vigo) O.Bolòs & Vigo"
"1361527";"Najas graminea Delile"
"1737431";"Najas major All."
"1453532";"Narcissus cuatrecasasii Fern.Casas, M.Laínz & Ruíz Rejón"
"1743221";"Narcissus deficiens Herb."
"1453544";"Narcissus hispanicus Gouan"
"1744170";"Narcissus leonensis Pugsley"
"1453560";"Narcissus moleroi Fern.Casas"
"1453563";"Narcissus nevadensis Pugsley"
"1743921";"Narcissus nobilis (Haw.) Schult. & Schult.f."
"1743460";"Narcissus pallidiflorus Pugsley"
"1744174";"Narcissus tortifolius Fern.Casas"
"1743922";"Narcissus willkommii (Samp.) A.Fern."
"1744176";"Narcissus yepesii S.Ríos, D.Rivera, Alcaraz & Obón"
"1453509";"Narcissus × alentejanus Fern.Casas"
"1453529";"Narcissus × compressus Haw."
"1481537";"Nasturtium × sterile (Airy Shaw) Oefelein"
"1481553";"Neotorularia torulosa (Desf.) Hedge & J.Léonard"
"1399323";"Nepeta foliosa Moris"
"1358831";"Nepeta multibracteata Desf."
"1744046";"Nidorella ivifolia (L.) J.C.Manning & Goldblatt"
"1360186";"Nigella papillosa G.López"
"1744315";"Noccaea nevadensis (Boiss. & Reut.) F.K.Mey."
"1744316";"Noccaea stenoptera (Boiss. & Reut.) F.K.Mey."
"1743101";"Noccaea sylvia (Gaudin) F.K.Mey."
"1362050";"Nothobartsia asperrima (Link) Benedí & Herrero"
"1636853";"Odontites foliosus Pérez Lara"
"1636854";"Odontites kaliformis (Pourr. ex Willd.) Pau"
"1743535";"Odontites lanceolatus (Gaudin) Rchb."
"1744331";"Odontites purpureus (Desf.) G.Don"
"1743234";"Oloptum thomasii (Duby) Banfi & Galasso"
"1739033";"Oncosiphon grandiflorus (Thunb.) Källersjö"
"1359369";"Onobrychis conferta (Desf.) Desv."
"1389397";"Onobrychis stenorhiza DC."
"1744319";"Ononis azcaratei Devesa"
"1359386";"Ononis cephalotes Boiss."
"1359388";"Ononis cintrana Brot."
"1399048";"Ononis dentata Sol. ex Lowe"
"1425299";"Ononis hirta Desf. ex Poir."
"1359407";"Ononis leucotricha Coss."
"1363710";"Ononis sicula Guss."
"1359432";"Ononis talaverae Devesa & G.López"
"1356325";"Ononis tournefortii Coss."
"1478661";"Onosma bubanii Stroh"
"1628790";"Ophrys × battandieri E.G.Camus"
"1628807";"Ophrys × clapensis Balayer"
"1628811";"Ophrys × devenensis Rchb.f."
"1628824";"Ophrys × grampinii Cortesi"
